LGA_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
LGA35760,0,0,0,0,277,277,7,0,0,0,207,218,210,9,3,3,318,549,302,24,31,0,164,520,456,38,70,9,190,766,474,27,150,20,114,785,505,35,123,45,51,762,273,10,46,53,27,416,67,0,5,42,5,124,2301,144,435,168,1352,4408,0,0,0,0,263,261,19,0,0,0,208,228,238,11,18,0,234,508,336,30,44,9,162,574,459,41,88,16,90,700,499,28,120,46,44,740,446,22,92,102,24,685,180,3,34,132,18,359,28,0,4,114,5,162,2213,128,391,425,1055,4213,0,0,0,0,538,538,23,0,0,0,420,444,454,24,20,3,554,1051,632,50,74,5,329,1091,914,75,167,29,278,1467,979,60,271,68,155,1525,950,57,213,147,79,1442,451,10,79,183,40,772,101,0,18,159,19,292,4515,277,831,596,2408,8625
LGA35780,0,0,0,0,129,129,3,0,0,0,103,112,20,0,0,0,162,180,36,3,3,0,93,138,59,3,14,0,53,134,45,8,10,9,31,96,23,3,4,4,11,42,4,0,0,3,3,8,0,0,0,0,0,6,193,20,26,18,583,844,0,0,0,0,122,122,0,0,0,0,133,136,34,0,0,0,181,223,54,3,4,3,110,170,51,9,9,3,71,145,45,3,7,9,34,96,16,0,0,15,8,38,3,0,0,6,0,10,0,0,0,0,0,0,202,14,18,39,659,926,0,0,0,0,246,246,3,0,0,0,241,241,61,0,0,0,341,401,91,4,7,4,204,307,110,11,19,7,127,277,93,12,11,14,62,190,35,5,3,21,16,82,4,0,0,6,0,13,0,0,0,0,0,6,394,30,43,53,1244,1768
LGA35790,0,0,0,0,114,114,0,0,0,0,116,116,7,0,0,0,148,163,10,0,0,0,124,142,37,8,6,0,126,171,15,3,3,0,60,82,7,0,0,7,23,38,0,0,0,0,0,5,0,0,0,0,0,0,84,13,9,7,717,825,0,0,0,0,108,108,0,0,0,0,111,111,11,0,0,0,174,188,14,3,3,0,113,131,32,3,6,3,105,150,31,3,5,9,62,115,4,0,0,4,17,31,0,0,0,0,3,4,0,0,0,0,0,0,88,10,17,22,691,833,0,0,0,0,223,223,0,0,0,0,232,232,22,0,0,0,322,347,21,4,7,0,242,268,66,11,9,3,234,325,41,6,10,9,119,199,12,3,3,13,39,69,0,0,0,0,4,8,0,0,0,0,0,0,171,25,27,31,1413,1662
LGA35800,0,0,0,0,30,30,0,0,0,0,27,32,23,0,0,0,57,84,41,3,3,0,37,88,47,5,21,0,27,103,84,9,23,3,37,160,65,7,18,9,8,105,33,3,5,7,11,61,3,0,0,5,0,11,292,35,65,29,243,668,0,0,0,0,33,33,0,0,0,0,54,54,33,7,0,0,62,97,35,5,0,0,33,79,60,4,18,3,47,129,84,9,22,3,23,134,46,3,7,19,9,89,13,0,0,15,0,28,0,0,0,15,0,18,274,26,50,58,259,661,0,0,0,0,67,67,0,0,0,0,83,83,50,7,0,0,121,176,81,7,6,0,76,164,106,13,38,8,69,234,170,12,40,6,61,294,107,11,25,29,20,198,46,3,5,21,13,89,3,0,0,18,3,29,569,56,116,90,502,1325
LGA36070,3,0,0,0,23,28,3,0,0,0,19,20,11,0,0,0,27,36,15,0,0,0,45,60,20,5,0,0,38,63,12,0,5,0,16,33,5,0,0,0,6,16,5,0,0,0,0,7,0,0,0,0,0,0,81,7,9,7,170,273,0,0,0,0,25,22,7,0,0,0,29,39,17,3,0,0,43,63,16,0,0,0,37,56,19,0,0,0,22,45,11,0,0,0,15,27,9,0,0,6,3,19,0,0,0,7,0,8,0,0,0,0,0,0,77,8,4,19,174,275,8,0,0,0,50,50,13,0,0,0,44,53,24,3,0,0,73,100,38,0,0,0,83,122,40,5,3,0,57,109,25,0,3,0,26,64,15,3,0,14,6,41,5,0,0,5,0,9,0,0,0,0,0,0,161,11,15,19,343,553
LGA36150,0,0,0,0,22,20,0,0,0,0,23,23,15,3,0,0,33,58,20,3,4,0,11,37,47,3,8,0,20,71,36,4,15,0,10,62,20,4,14,3,3,46,6,0,0,3,0,9,0,0,0,0,0,3,148,14,46,9,126,340,0,0,0,0,4,4,0,0,0,0,23,20,24,0,0,0,41,65,26,3,0,3,12,45,47,0,7,0,19,76,27,0,8,7,8,51,15,0,7,6,0,25,6,0,0,9,0,17,0,0,0,8,0,9,146,8,21,25,109,307,0,0,0,0,32,33,0,0,0,0,46,48,38,3,0,0,82,122,47,3,4,4,24,78,93,3,16,0,35,143,64,5,26,7,16,112,35,4,21,9,6,73,7,0,0,11,0,26,3,0,0,10,0,9,288,17,64,36,237,648
LGA36250,16,0,0,0,5068,5083,128,9,8,3,4086,4228,2781,190,120,3,4651,7745,5549,373,556,18,2366,8854,6829,522,1196,59,1467,10070,6882,427,1403,158,721,9594,5521,242,980,340,322,7403,2542,83,336,419,105,3477,681,22,62,427,37,1233,30919,1862,4652,1423,18823,57691,16,0,0,0,4630,4648,231,26,3,3,3699,3965,3684,282,213,11,3832,8020,6045,591,842,63,2065,9606,7249,668,1850,185,1167,11122,6788,475,1925,498,594,10278,4886,242,1353,1201,275,7954,1719,65,493,1698,106,4079,376,10,106,1514,37,2044,30991,2356,6792,5176,16401,61715,24,0,5,0,9700,9730,356,36,10,6,7779,8191,6463,471,335,18,8480,15769,11586,966,1394,80,4431,18459,14075,1194,3049,246,2635,21188,13668,897,3327,655,1313,19872,10408,485,2328,1538,598,15357,4261,148,826,2120,207,7557,1060,30,168,1938,79,3279,61910,4219,11446,6603,35222,119405
LGA36300,0,0,0,0,23,23,0,0,0,0,33,33,22,0,0,0,49,73,25,0,0,0,12,38,29,3,3,0,15,48,39,0,9,3,9,61,19,3,7,4,3,35,7,0,3,0,3,14,3,0,0,4,0,8,151,5,23,14,147,336,3,0,0,0,12,14,3,0,0,0,30,32,34,0,0,0,34,70,27,0,3,0,7,40,41,3,3,4,8,55,36,0,7,7,0,44,15,3,7,3,0,22,5,0,0,16,0,20,0,0,0,4,0,4,156,9,19,30,89,302,3,0,0,0,34,34,3,0,0,0,58,63,56,0,0,0,80,140,45,0,3,3,28,81,69,6,5,4,20,110,76,0,13,4,4,107,37,7,16,9,0,63,14,0,3,13,3,36,3,0,0,10,0,8,309,16,43,42,235,638
LGA36370,3,0,3,0,2739,2745,117,9,0,0,2537,2672,1971,152,106,7,3307,5555,2684,218,310,10,1456,4686,2900,321,646,57,1169,5093,2901,225,830,107,627,4686,2080,113,526,179,284,3182,1116,45,177,269,119,1727,295,9,31,199,45,582,14072,1094,2632,833,12298,30920,4,0,3,0,2789,2805,221,32,4,3,2476,2737,2395,212,161,16,2752,5538,2706,314,455,39,1334,4859,2986,375,930,135,829,5253,2802,219,896,309,371,4597,1803,106,538,640,169,3249,833,39,204,989,93,2161,146,0,41,767,66,1032,13902,1294,3249,2896,10885,32228,10,0,3,0,5533,5548,339,40,9,7,5012,5408,4367,365,268,26,6067,11087,5396,534,771,55,2793,9543,5884,693,1580,194,2003,10348,5703,445,1730,412,994,9284,3885,217,1064,814,451,6434,1951,80,381,1257,215,3889,444,12,74,973,115,1609,27972,2389,5877,3733,23184,63147
LGA36510,0,0,0,3,1262,1264,35,9,0,0,845,883,581,54,23,0,1042,1700,1366,100,158,9,682,2318,1804,168,370,20,531,2886,1957,138,422,53,287,2856,1753,98,379,102,161,2483,822,36,139,129,58,1175,201,0,15,110,19,342,8508,597,1506,423,4888,15914,5,0,0,0,1180,1184,59,5,3,0,810,879,769,71,52,3,909,1802,1556,192,220,20,597,2590,1905,181,518,57,424,3079,1958,112,507,164,193,2936,1569,84,406,307,84,2451,556,14,124,456,36,1187,95,0,19,324,14,463,8474,655,1857,1335,4258,16577,5,0,0,3,2444,2446,89,11,3,0,1655,1760,1352,126,76,4,1953,3505,2920,291,386,28,1282,4909,3704,344,883,75,957,5967,3913,255,934,212,475,5791,3320,181,782,403,249,4940,1374,46,260,587,90,2359,297,3,37,437,32,804,16979,1259,3356,1759,9140,32494
LGA36580,0,0,0,0,795,794,29,0,4,0,522,551,438,26,23,5,683,1173,749,84,103,3,431,1365,908,107,237,12,423,1685,1126,101,352,50,240,1869,1071,69,266,75,101,1578,429,20,80,93,44,664,66,7,15,46,9,149,4829,417,1066,287,3238,9833,0,0,0,0,678,677,59,8,3,0,537,607,557,52,37,0,618,1264,827,112,142,20,373,1476,994,122,284,45,245,1692,1162,80,339,136,121,1841,902,53,219,211,49,1432,269,14,44,216,17,558,27,5,5,152,5,197,4802,448,1083,770,2640,9739,0,0,0,0,1473,1472,85,10,4,0,1050,1153,998,80,62,4,1303,2439,1577,190,245,23,801,2836,1900,228,525,60,668,3375,2286,177,696,186,361,3711,1977,125,483,278,148,3015,706,33,124,304,56,1221,94,10,16,199,18,346,9629,860,2148,1054,5877,19567
LGA36630,3,0,0,0,959,960,39,4,0,0,741,784,520,47,21,0,842,1433,853,100,137,6,556,1650,1172,133,261,27,484,2081,1395,130,395,35,285,2236,1580,104,399,118,162,2364,738,40,135,155,59,1130,163,5,22,102,14,307,6468,571,1367,437,4102,12944,3,0,0,0,851,854,68,12,0,0,660,737,650,69,39,3,768,1529,998,111,178,31,476,1800,1264,157,359,72,317,2170,1536,132,411,186,156,2421,1371,80,321,346,68,2187,471,17,79,397,24,995,66,0,21,303,11,407,6431,578,1426,1337,3337,13109,3,0,0,0,1809,1816,107,16,0,0,1397,1523,1166,111,60,3,1618,2962,1856,208,316,35,1030,3454,2434,289,620,97,804,4249,2938,267,804,213,441,4663,2956,190,721,462,224,4548,1211,61,212,552,87,2129,231,7,42,406,31,715,12903,1149,2787,1771,7439,26054
LGA36660,3,0,0,0,1162,1168,37,3,0,0,843,881,520,44,29,3,974,1563,945,80,113,5,552,1697,1351,127,294,11,403,2192,1635,126,390,53,296,2494,1694,85,318,141,155,2397,798,31,114,145,58,1149,202,0,16,99,12,336,7179,505,1278,457,4447,13866,6,0,0,0,980,993,77,13,0,0,721,807,685,65,44,0,823,1617,1140,122,204,18,479,1962,1470,149,369,38,337,2374,1764,111,470,159,179,2688,1450,68,354,374,94,2339,579,15,125,526,52,1292,98,0,34,429,13,574,7267,547,1596,1548,3675,14637,9,3,0,0,2148,2156,117,12,0,0,1555,1685,1206,108,73,3,1795,3175,2086,206,318,22,1030,3657,2817,279,662,55,746,4560,3402,237,858,210,475,5186,3148,159,671,518,241,4735,1375,53,236,669,108,2441,294,3,47,528,26,902,14443,1057,2873,2005,8127,28501
LGA36720,3,0,7,3,8901,8919,275,9,7,3,7335,7636,5127,297,259,22,9301,15006,10532,752,1210,33,5227,17752,12025,1051,2591,123,3474,19269,12099,857,3064,288,1892,18202,11910,548,2306,620,840,16222,6458,200,751,963,260,8634,1765,45,149,909,90,2964,60202,3765,10347,2964,37327,114603,11,4,7,3,8762,8786,482,24,14,3,7157,7683,6884,492,502,37,8278,16190,11550,1151,1934,140,4553,19329,12786,1408,4090,399,3170,21851,12370,993,4555,1007,1549,20471,10943,501,3271,2414,515,17643,4675,150,1050,3600,211,9692,931,31,265,3419,99,4749,60640,4757,15673,11023,34294,126390,18,5,14,4,17663,17698,756,41,15,8,14496,15316,12014,789,763,55,17583,31195,22079,1904,3147,176,9781,37079,24813,2463,6681,521,6645,41119,24475,1846,7622,1296,3444,38678,22855,1053,5578,3029,1357,33866,11135,351,1797,4568,473,18330,2700,76,412,4332,189,7706,120844,8515,26022,13990,71615,240989
LGA36820,0,0,0,0,731,735,16,3,0,0,509,525,316,12,15,3,624,974,644,39,67,0,413,1165,854,67,203,10,469,1613,1130,105,371,26,312,1947,1224,79,257,86,144,1791,568,35,102,117,58,872,145,3,15,72,18,259,4900,344,1033,319,3281,9881,0,0,0,0,680,682,35,5,0,3,453,501,430,33,27,3,614,1100,762,58,129,9,387,1345,1003,100,307,32,367,1807,1197,97,377,137,223,2033,1051,53,298,271,49,1715,410,16,71,362,23,876,59,3,14,282,6,366,4955,365,1218,1091,2806,10442,3,0,0,0,1412,1413,52,9,0,3,960,1025,749,47,40,3,1237,2076,1403,96,198,12,804,2513,1861,167,510,47,833,3422,2327,207,747,163,537,3989,2276,135,554,353,193,3505,984,46,168,471,80,1755,204,9,26,359,31,622,9861,710,2250,1417,6085,20319
LGA36910,13,0,0,3,5423,5445,275,10,9,0,4938,5232,3947,245,208,7,5339,9752,5817,406,605,28,2336,9185,6343,533,1212,68,1698,9859,6511,407,1269,167,1015,9373,5486,243,921,333,508,7493,2928,88,333,503,214,4069,780,30,65,408,63,1351,32099,1966,4625,1519,21535,61751,20,0,0,4,5197,5225,502,37,13,4,4388,4947,4820,330,275,45,4582,10046,6149,584,950,89,2070,9848,6664,621,1775,218,1337,10611,6500,458,1808,583,768,10111,5117,226,1294,1321,351,8313,2131,72,427,2059,192,4876,384,14,90,1861,105,2456,32283,2339,6634,6189,18989,66435,33,0,0,6,10625,10668,782,50,18,9,9326,10175,8770,572,487,57,9918,19795,11966,994,1556,112,4407,19030,13002,1151,2987,290,3038,20471,13010,871,3081,751,1781,19490,10599,474,2217,1660,855,15810,5059,159,763,2561,404,8947,1168,42,153,2270,173,3802,64383,4305,11257,7706,40531,128188
LGA36950,0,0,0,0,157,158,3,0,0,0,145,147,49,0,6,0,238,295,84,11,8,0,108,208,91,15,17,0,74,198,110,5,35,9,21,178,35,3,16,0,10,71,13,0,0,6,8,24,3,0,0,3,0,8,387,35,80,18,759,1280,0,0,0,0,135,135,3,0,0,3,142,142,63,0,8,0,253,322,99,12,18,0,145,281,76,18,22,3,82,200,88,16,22,13,40,174,25,9,8,20,5,63,8,0,0,10,3,23,3,0,0,6,3,12,354,56,83,55,802,1348,0,0,0,0,285,289,3,0,0,3,286,289,111,3,12,0,492,621,184,20,26,0,249,485,171,30,38,8,153,396,195,24,59,18,58,356,62,12,22,20,17,132,19,0,0,14,11,46,5,0,0,11,3,14,749,90,165,69,1559,2627
LGA36960,3,0,0,0,192,198,4,0,0,0,185,187,25,3,0,0,335,360,67,4,5,0,173,246,98,9,11,9,102,230,100,7,6,9,54,177,45,0,6,13,17,78,15,0,0,3,9,24,4,0,0,0,0,5,351,31,26,28,1063,1503,0,0,0,0,151,153,3,0,3,0,218,226,19,0,0,0,322,340,64,3,0,3,175,245,93,9,12,6,71,191,91,3,13,28,47,184,41,0,0,34,8,83,5,0,0,13,8,26,4,0,0,0,0,7,323,23,23,81,997,1450,3,0,0,0,345,350,3,0,3,0,399,406,40,3,0,0,652,699,129,7,5,3,348,492,191,17,23,10,173,422,196,9,20,39,97,353,90,0,8,40,28,165,22,0,0,19,11,51,7,0,0,3,0,6,678,48,52,112,2062,2954
LGA37010,20,0,3,0,6821,6847,304,21,8,7,7854,8199,4450,271,240,13,8828,13808,6627,582,901,29,3996,12141,7096,662,1616,76,2565,12021,6330,524,1727,205,1422,10207,4674,296,1095,347,539,6950,1955,99,324,360,209,2940,472,17,54,289,53,890,31931,2470,5980,1328,32297,74006,19,4,5,3,6381,6414,461,44,14,11,7016,7538,5539,504,427,50,7401,13920,7104,816,1303,86,3381,12698,7158,859,2273,220,1943,12460,6161,567,2124,578,864,10302,3923,243,1203,1147,298,6814,1397,79,371,1517,100,3474,230,16,76,1055,43,1417,32006,3129,7799,4674,27428,75042,37,9,10,8,13200,13258,765,63,21,15,14872,15741,9991,780,664,62,16231,27731,13729,1401,2210,119,7382,24836,14254,1521,3896,295,4512,24477,12498,1087,3857,782,2290,20507,8591,539,2296,1498,838,13761,3357,177,700,1875,305,6417,704,31,132,1343,94,2305,63936,5601,13781,5999,59724,149046
LGA37300,0,0,0,0,103,104,0,0,0,0,121,127,126,6,4,0,221,355,220,11,23,4,117,380,193,13,35,8,77,332,122,11,43,3,29,201,27,3,8,0,7,50,0,0,0,0,3,7,0,0,0,0,0,0,694,41,122,19,676,1550,0,0,0,0,118,118,3,0,0,0,87,93,168,5,4,0,169,355,214,8,21,0,75,318,178,6,38,0,48,274,79,3,19,3,9,111,22,0,4,7,0,38,0,0,0,0,3,5,0,0,0,0,0,0,672,24,91,18,517,1317,0,0,0,0,223,221,3,0,0,3,215,221,296,12,9,0,391,710,440,20,41,4,190,695,376,20,75,5,125,608,193,16,65,3,38,316,49,3,9,14,11,84,0,0,0,3,3,9,0,0,0,0,0,3,1361,71,208,31,1191,2866
LGA37310,7,0,0,0,1096,1101,43,7,0,0,912,962,864,29,43,9,1174,2125,1300,112,123,7,582,2120,1421,127,256,26,482,2314,1316,118,333,37,227,2029,1069,86,272,73,120,1621,536,23,71,92,51,770,128,0,5,95,17,242,6680,506,1100,337,4665,13292,0,0,0,0,1004,1005,104,11,4,0,816,938,1006,68,49,5,881,2018,1359,122,173,17,449,2123,1393,168,279,58,286,2198,1281,90,281,130,108,1896,899,40,178,267,52,1438,379,8,47,347,23,808,47,0,7,282,16,352,6477,523,1018,1111,3643,12767,5,0,0,0,2108,2112,156,17,4,0,1730,1898,1867,102,99,9,2058,4137,2665,232,292,26,1031,4249,2814,302,541,84,769,4507,2596,212,607,174,334,3923,1971,128,447,340,173,3055,918,32,118,438,74,1577,170,9,10,375,32,599,13156,1021,2126,1448,8311,26057
LGA37340,3,0,0,3,885,889,32,3,4,0,1025,1064,648,35,49,3,1929,2663,1145,113,133,12,881,2286,1274,148,349,24,580,2382,1417,119,449,47,359,2395,1098,103,338,107,114,1762,399,15,107,97,45,665,82,0,9,73,5,176,6100,544,1442,369,5832,14283,0,0,0,0,776,778,65,6,0,0,999,1076,834,73,52,10,1585,2544,1265,139,183,22,608,2221,1252,136,393,39,418,2231,1434,94,390,121,167,2203,895,42,211,228,48,1418,254,14,59,279,21,636,37,3,7,208,4,263,6034,515,1298,904,4633,13380,0,0,0,3,1663,1666,99,12,4,0,2030,2143,1480,108,102,11,3510,5211,2416,252,312,32,1489,4505,2527,285,745,68,995,4619,2848,216,839,169,532,4598,1989,150,546,335,163,3178,657,31,170,380,73,1304,124,7,21,286,12,440,12132,1060,2735,1269,10464,27657
LGA37400,0,0,0,0,24,24,0,0,0,0,20,20,16,0,0,0,45,67,22,0,4,0,25,56,44,3,8,0,23,75,51,7,24,3,18,98,46,9,21,4,7,84,23,0,8,10,3,46,5,0,0,10,0,20,205,26,61,25,171,494,0,0,0,0,27,27,0,0,0,0,34,38,23,3,3,0,39,65,28,0,3,0,17,57,51,6,12,3,16,88,50,5,13,6,9,75,33,8,9,15,4,67,13,0,3,12,0,27,0,0,0,7,0,15,207,24,42,42,140,455,0,0,0,0,50,50,0,0,0,0,59,55,38,4,3,0,83,130,53,8,9,0,48,112,94,9,14,3,37,160,107,9,31,7,23,175,82,14,27,18,13,155,36,0,12,20,7,73,10,0,4,20,0,32,417,47,104,69,307,949
LGA37550,0,0,0,0,45,45,3,0,0,0,44,51,9,0,0,0,51,59,11,0,0,0,39,55,6,0,0,0,34,48,15,0,3,4,17,36,3,0,0,0,6,9,3,0,0,0,0,4,0,0,0,0,0,0,48,9,5,4,242,300,0,0,0,0,43,46,3,0,0,0,55,55,5,3,0,0,54,61,10,0,3,0,37,52,12,0,0,0,44,64,7,3,3,4,17,35,4,0,3,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,57,5,11,4,254,339,0,0,0,0,82,88,11,0,0,0,99,113,16,3,0,0,105,120,23,3,3,0,81,104,25,6,3,0,79,105,25,3,4,6,30,72,5,0,3,0,21,29,4,0,0,0,0,4,0,0,0,0,0,0,104,12,15,10,492,637
LGA37570,0,0,0,0,10,10,0,0,0,0,14,14,0,0,0,0,23,23,3,0,0,0,13,17,3,0,3,0,17,16,4,0,0,0,13,13,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,80,100,0,0,0,0,6,6,0,0,0,0,13,13,0,0,0,0,29,29,3,0,0,0,14,24,4,0,3,0,15,18,0,0,0,3,9,15,3,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,8,90,118,0,0,0,0,18,18,0,0,0,0,28,28,0,0,0,0,52,52,4,0,0,0,26,33,4,0,4,0,26,39,7,3,0,3,24,35,3,0,3,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,19,3,9,13,175,217
LGA37600,0,0,0,0,123,128,3,0,0,0,114,119,17,0,0,0,177,192,26,0,3,0,113,139,60,5,0,3,69,133,34,3,4,3,46,89,13,0,0,0,7,25,3,0,3,0,3,7,0,0,0,0,0,0,157,18,6,8,646,835,0,0,0,0,132,130,0,0,0,0,112,113,20,0,0,0,155,174,19,0,3,0,102,126,69,3,3,5,75,163,22,0,0,12,48,84,11,0,0,23,8,43,3,0,0,8,0,14,0,0,0,3,0,4,153,11,9,48,626,851,4,0,0,0,255,257,3,0,0,0,226,224,41,0,0,0,326,368,48,4,4,0,216,270,132,11,4,8,145,296,61,5,6,10,91,176,22,3,4,25,12,67,3,0,3,8,5,23,0,0,0,3,0,5,314,26,24,57,1276,1687
LGA39499,0,0,0,0,209,212,0,5,0,0,554,559,121,51,26,7,1097,1288,162,133,85,5,583,964,230,129,212,7,392,975,546,120,274,31,186,1147,607,88,290,61,79,1120,127,20,40,17,18,225,5,0,3,5,0,19,1793,546,932,134,3106,6509,0,0,0,0,201,203,4,0,0,0,564,576,143,24,16,0,814,1005,147,43,54,7,253,514,296,66,140,18,177,688,779,58,256,35,97,1224,562,19,142,50,24,798,82,3,13,37,11,153,0,0,0,18,0,18,2015,218,626,174,2148,5179,0,0,0,0,410,408,4,6,0,0,1119,1133,264,74,38,9,1905,2293,312,178,145,20,832,1485,524,195,348,18,575,1663,1322,185,531,62,280,2373,1164,105,432,111,99,1916,215,23,54,60,28,381,8,0,3,29,0,44,3804,762,1561,304,5254,11693
LGA39799,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,3,0,3,0,3,7,10,0,3,0,0,10,7,0,0,0,3,7,4,0,5,3,0,13,5,0,0,0,0,7,0,0,0,0,0,0,30,0,11,0,21,65,0,0,0,0,5,5,0,0,0,0,4,4,5,0,0,0,3,6,0,0,0,0,3,3,10,0,3,0,0,7,9,0,8,3,0,19,6,0,3,11,0,16,3,0,0,0,0,7,0,0,0,0,0,0,33,3,17,18,17,81,0,0,0,0,11,11,0,0,0,0,11,11,4,0,0,0,7,11,4,0,3,0,4,14,14,0,3,0,0,24,17,0,13,3,3,30,13,0,9,11,0,33,7,0,3,3,0,16,0,0,0,0,0,4,60,3,27,17,38,144
